Trieda CK,číslo CK,identifikačné číslo DC,ID mosta,evidenčné číslo - staré,Stavebno-technický stav,správca DC (z aplikácie mosty),vlastnik DC (z aplikácie mosty),druh konštrukcie,materiál DC,zaťažiteľnosť normálna,zaťažiteľnost výhradná,zaťažiteľnosť výnimočná,spôsob stanovenia,predmet premostenia,Kraj (CK),Okres (CK),Spravca (CK),LongitudeE,LatitudeN,VyskaH
cesta I. triedy,11,M5980.01,M5980,239,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,trámová,monolitický predpätý betón,23.0,51.0,86.0,podľa tabuliek,Miestna komunikácia,Žilinský kraj,Žilina,Slovenská správa ciest - IVSC Žilina,18.731729771,49.230077894,341.65975
cesta I. triedy,11,M1887.01,M1887,239A,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,trámová,monolitický predpätý betón,19.0,42.0,71.0,podľa tabuliek,Železnica,Žilinský kraj,Žilina,Slovenská správa ciest - IVSC Žilina,18.729881471,49.229149676,341.283249
cesta I. triedy,11,M328.01,M328,239A1,Dobrý,Slovenská správa ciest - IVSC Žilina,Štát,trámová,monolitický predpätý betón,32.0,71.0,118.0,odhadom,Cestná komunikácia,Žilinský kraj,Žilina,Slovenská správa ciest - IVSC Žilina,18.727845772,49.228196419,339.78475
cesta I. triedy,11,M6257.01,M6257,240,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,trámová,monolitický predpätý betón,23.0,51.0,86.0,podľa tabuliek,Cestná komunikácia,Žilinský kraj,Žilina,Slovenská správa ciest - IVSC Žilina,18.728419393,49.227990748,341.562749
cesta I. triedy,000011A,M6064.01,M6064,001A,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.792849834,49.439759142,426.30375
cesta I. triedy,000011A,M7333.01,M7333,001B,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.796393617,49.439581635,424.910749
cesta I. triedy,000011A,M7120.01,M7120,001C,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.798300962,49.438650678,418.577
cesta I. triedy,000011A,M1893.01,M1893,001D,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.799269331,49.436110838,421.01575
cesta I. triedy,000011A,M1336.01,M1336,2,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Údolie,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.809948426,49.431837679,451.11
cesta I. triedy,000011A,M4715.01,M4715,3,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.813493888,49.430034261,436.88975
cesta I. triedy,000011A,M4810.01,M4810,4,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.814537327,49.428819112,0.0
cesta I. triedy,000011A,M4999.01,M4999,5,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.815139259,49.428127578,429.142999
cesta I. triedy,000011A,M1426.01,M1426,6,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.819131635,49.425846092,429.917
cesta I. triedy,000011A,M876.01,M876,7,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.825850015,49.425687464,410.12725
cesta I. triedy,000011A,M2638.01,M2638,8,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.834070074,49.42546853,406.971
cesta I. triedy,000011A,M3135.01,M3135,9,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.837763937,49.420354497,402.837499
cesta I. triedy,000011A,M7038.01,M7038,10,Bezchybný,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná dialnicná spolocnost, a.s.",trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,Žilinský kraj,Čadca,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca",18.837702975,49.418799116,406.36925
cesta I. triedy,12,M2678.01,M2678,1,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,klenbová,kameň,6.0,26.0,123.0,odhadom,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.814390011,49.487587036,454.9495
cesta I. triedy,12,M2321.01,M2321,2,Zlý,Slovenská správa ciest - IVSC Žilina,Štát,klenbová,kameň,40.0,104.0,336.0,odhadom,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.82145775,49.491510548,460.574999
cesta I. triedy,12,M5954.01,M5954,003A,Bezchybný,Slovenská správa ciest - IVSC Žilina,Štát,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Vodný tok,  Miestna komunikácia",Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.827778923,49.495592754,0.0
cesta I. triedy,12,M620.01,M620,4,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,klenbová,kameň,22.0,56.0,385.0,podľa tabuliek,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.842286777,49.50294143,480.489499
cesta I. triedy,12,M5526.01,M5526,5,Zlý,Slovenská správa ciest - IVSC Žilina,Štát,klenbová,kameň,21.0,41.0,184.0,odhadom,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.847524141,49.507758189,479.39075
cesta I. triedy,12,M921.01,M921,6,Dobrý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.885221673,49.498833284,514.72
cesta I. triedy,12,M6323.01,M6323,7,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,prefabrikovaný predpätý betón,20.0,60.0,100.0,podľa tabuliek,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.907827191,49.492585859,536.091
cesta I. triedy,12,M6595.01,M6595,8,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,prefabrikovaný predpätý betón,20.0,62.0,207.0,odhadom,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.91161033,49.49295713,539.80375
cesta I. triedy,12,M7006.01,M7006,9,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,Žilinský kraj,Čadca,Slovenská správa ciest - IVSC Žilina,18.934364533,49.497401125,577.599
cesta I. triedy,13,M3939.01,M3939,1,Uspokojivý,Slovenská správa ciest - IVSC Bratislava,Štát,dosková,prefabrikovaný železobetón,22.0,32.0,120.0,porovnávací výpočet,Kanál,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.728010122,47.842523526,127.964999
cesta I. triedy,13,M7017.01,M7017,2,Uspokojivý,Slovenská správa ciest - IVSC Bratislava,Štát,dosková,prefabrikovaný železobetón,28.0,52.0,172.0,porovnávací výpočet,Kanál,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.717921613,47.838678697,111.366999
cesta I. triedy,13,M4067.01,M4067,3,Uspokojivý,Slovenská správa ciest - IVSC Bratislava,Štát,trámová,prefabrikovaný predpätý betón,34.0,53.0,95.0,porovnávací výpočet,Kanál,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.695931305,47.826754769,113.02525
cesta I. triedy,13,M5840.01,M5840,4,Uspokojivý,Slovenská správa ciest - IVSC Bratislava,Štát,trámová,prefabrikovaný predpätý betón,22.0,40.0,80.0,porovnávací výpočet,Kanál,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.679539477,47.815893753,113.205
cesta I. triedy,13,M6816.01,M6816,5,Uspokojivý,Slovenská správa ciest - IVSC Bratislava,Štát,trámová,monolitický železobetón,22.0,48.0,80.0,projektovaná,Cestná komunikácia,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.657148288,47.799349661,118.73575
cesta I. triedy,13,M3740.01,M3740,6,Dobrý,Slovenská správa ciest - IVSC Bratislava,Štát,trámová,oceľ -  plnostenná,26.0,65.0,332.0,porovnávací výpočet,Vodný tok,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.654940219,47.79702873,119.929749
cesta I. triedy,13,M3602.01,M3602,7,Veľmi dobrý,Slovenská správa ciest - IVSC Bratislava,Štát,priehradová,oceľ -  plnostenná,28.0,80.0,222.0,porovnávací výpočet,Vodný tok,Trnavský kraj,Dunajská Streda,Slovenská správa ciest - IVSC Bratislava,17.651966183,47.793962318,121.390499
cesta I. triedy,14,M7408.01,M7408,1,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,37.0,79.0,230.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.103212523,48.78974179,406.012749
cesta I. triedy,14,M3702.01,M3702,3,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,30.0,56.0,164.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.055879679,48.806580667,478.498749
cesta I. triedy,14,M2220.01,M2220,4,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,43.0,93.0,250.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.05277735,48.809514525,488.497
cesta I. triedy,14,M583.01,M583,5,Dobrý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,32.0,60.0,330.0,odhadom,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.051023066,48.811168946,493.1165
cesta I. triedy,14,M6240.01,M6240,6,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,31.0,76.0,232.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.035708124,48.820966841,592.447499
cesta I. triedy,14,M2847.01,M2847,7,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,79.0,110.0,348.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.035185369,48.821036493,585.62625
cesta I. triedy,14,M3458.01,M3458,8,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,36.0,93.0,291.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.034000582,48.821575411,578.6005
cesta I. triedy,14,M2235.01,M2235,9,Uspokojivý,Slovenská správa ciest - IVSC Banská Bystrica,Štát,dosková,prefabrikovaný železobetón,36.0,83.0,272.0,podľa tabuliek,Vodný tok,Banskobystrický kraj,Banská Bystrica,Slovenská správa ciest - IVSC Banská Bystrica,19.019604431,48.821873609,635.841499
cesta I. triedy,14,M5089.01,M5089,13,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,monolitický železobetón,21.0,54.0,280.0,odhadom,Vodný tok,Žilinský kraj,Turčianské Teplice,Slovenská správa ciest - IVSC Žilina,18.995329084,48.834179003,866.72275
cesta I. triedy,14,M1679.01,M1679,15,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,prefabrikovaný železobetón,32.0,73.0,236.0,podľa tabuliek,Vodný tok,Žilinský kraj,Turčianské Teplice,Slovenská správa ciest - IVSC Žilina,18.946203738,48.842662452,661.68325
cesta I. triedy,14,M3870.01,M3870,16,Dobrý,Slovenská správa ciest - IVSC Žilina,Štát,klenbová,monolitický prostý betón,28.0,56.0,224.0,odhadom,Vodný tok,Žilinský kraj,Turčianské Teplice,Slovenská správa ciest - IVSC Žilina,18.932656728,48.844412577,600.1015
cesta I. triedy,14,M5103.01,M5103,17,Uspokojivý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,prefabrikovaný železobetón,41.0,84.0,228.0,podľa tabuliek,Vodný tok,Žilinský kraj,Turčianské Teplice,Slovenská správa ciest - IVSC Žilina,18.923924821,48.841820429,618.542749
cesta I. triedy,14,M7361.01,M7361,18,Dobrý,Slovenská správa ciest - IVSC Žilina,Štát,dosková,prefabrikovaný predpätý betón,30.0,62.0,170.0,odhadom,Vodný tok,Žilinský kraj,Turčianské Teplice,Slovenská správa ciest - IVSC Žilina,18.879446646,48.838049612,550.8555
cesta I. triedy,15,M467.01,M467,000A,Dobrý,Slovenská správa ciest - IVSC Košice,Štát,dosková,prefabrikovaný predpätý betón,48.0,93.0,351.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.716987376,48.869046804,122.8405
cesta I. triedy,15,M251.01,M251,1,Dobrý,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",Prešovský samosprávny kraj,trámová,prefabrikovaný predpätý betón,39.0,81.0,117.0,porovnávací výpočet,Vodný tok,Prešovský kraj,Stropkov,"Správa a údržba ciest Prešovského samosprávneho kraja, oblasť Svidník",21.651563216,49.144058129,172.75275
cesta I. triedy,15,M6625.01,M6625,1,Uspokojivý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,18.0,35.0,178.0,porovnávací výpočet,Vodný tok,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.714226149,48.891921874,129.680999
cesta I. triedy,15,M1526.01,M1526,2,Uspokojivý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,17.0,39.0,154.0,odhadom,Vodný tok,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.723167019,48.903846665,132.981499
cesta I. triedy,15,M5938.01,M5938,4,Veľmi zlý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,18.0,36.0,196.0,porovnávací výpočet,Kanál,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.729849696,48.906922716,129.092
cesta I. triedy,15,M4619.01,M4619,5,Dobrý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,16.0,17.0,124.0,odhadom,Kanál,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.739788056,48.912813039,128.959
cesta I. triedy,15,M3495.01,M3495,6,Uspokojivý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.710166324,48.949391233,137.222999
cesta I. triedy,15,M1723.01,M1723,7,Uspokojivý,Slovenská správa ciest - IVSC Košice,Štát,trámová,prefabrikovaný predpätý betón,26.0,60.0,137.0,odhadom,Vodný tok,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.706509308,48.967203132,135.37475
cesta I. triedy,15,M4041.01,M4041,8,Dobrý,Slovenská správa ciest - IVSC Košice,Štát,rámová,monolitický železobetón,32.0,80.0,196.0,podľa tabuliek,Záplavové územie,Prešovský kraj,Vranov nad Topľou,Slovenská správa ciest - IVSC Košice,21.704297123,49.045850365,161.3515
cesta I. triedy,15,M3109.01,M3109,9,Dobrý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,22.0,30.0,212.0,podľa tabuliek,Vodný tok,Prešovský kraj,Stropkov,Slovenská správa ciest - IVSC Košice,21.651586179,49.108988042,167.606
cesta I. triedy,15,M4071.01,M4071,10,Dobrý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,26.0,31.0,150.0,podľa tabuliek,Vodný tok,Prešovský kraj,Stropkov,Slovenská správa ciest - IVSC Košice,21.650807273,49.120330664,166.201749
cesta I. triedy,15,M1414.01,M1414,11,Dobrý,Slovenská správa ciest - IVSC Košice,Štát,dosková,monolitický železobetón,26.0,46.0,239.0,podľa tabuliek,Vodný tok,Prešovský kraj,Stropkov,Slovenská správa ciest - IVSC Košice,21.651568336,49.136043662,175.625499
cesta I. triedy,15,M2950.01,M2950,12,Uspokojivý,Slovenská správa ciest - IVSC Košice,Štát,trámová,prefabrikovaný predpätý betón,28.0,56.0,132.0,odhadom,Vodný tok,Prešovský kraj,Stropkov,Slovenská správa ciest - IVSC Košice,21.656187838,49.14794609,171.17375
