Trieda PK,Číslo PK,Most /DC,Názov mosta,ID mosta,ID DC,správcovské číslo,Stavebno-technický stav,Longitude,Latitude,Vyska,Druh konštrukcie,Material,Normána zaťažiteľnost / t,Výhradná zaťažiteľnosť / t,Výnimočná zaťažiteľnosť / t,Spôsob stanovenie,Predmet premostenia,Rok postavenia,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia / m,Dĺžka nosnej konštrukcie / m,Volná šírka mosta/ m,Šírka medzi obrubami/ m,Pocha mosnej konštrukcie / m2,Plocha mosta / m2,Vlastník úseku,Správca úseku,Okres,Smer úseku,Typ úseku,Počiatočný uzol,Koncový uzol,úsek ID,úsekové staničenie začiatku DC / m,Kilometrovníkové staničenie začiatku DC / km,Kumulatívne staničenie začiatku DC / km,Poradie úsekov
cesta I. triedy,11a,Most,Most pri Kysuci,M1893,M1893.01,001D,Bezchybný,18.799269331,49.436110838,421.01575,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,431.25,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,0,414.9,0.256,5.0
cesta I. triedy,11a,Most,Most nad údolím u Klimka,M1336,M1336.01,2,Bezchybný,18.809948426,49.431837679,451.11,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Údolie,1998.0,,0.0,122.76,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1040,415.864,1.296,5.0
cesta I. triedy,11a,Most,Most nad údolím,M4715,M4715.01,3,Bezchybný,18.813493888,49.430034261,436.88975,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,208.22,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1328,416.152,1.584,5.0
cesta I. triedy,11a,Most,Most - poloestakáda,M4810,M4810.01,4,Bezchybný,18.814537327,49.428819112,0.0,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,84.46,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1556,416.438,1.812,5.0
cesta I. triedy,11a,Most,Most cez údolie,M4999,M4999.01,5,Bezchybný,18.815139259,49.428127578,429.142999,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,54.56,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,1672,416.554,1.928,5.0
cesta I. triedy,11a,Most,Most nad zosuvom,M1426,M1426.01,6,Bezchybný,18.819131635,49.425846092,429.917,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,118.48,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,2020,416.906,2.276,5.0
cesta I. triedy,11a,Most,Most nad miestnou komunikáciou,M876,M876.01,7,Bezchybný,18.825850015,49.425687464,410.12725,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,11.24,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,2572,417.441,2.828,5.0
cesta I. triedy,11a,Most,Most nad bezmenným potokom,M2638,M2638.01,8,Bezchybný,18.834070074,49.42546853,406.971,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,7.55,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A41104,2613A04104,1220364,3186,418.073,3.442,5.0
cesta I. triedy,11a,Most,Most nad potokom Oščadnica,M3135,M3135.01,9,Bezchybný,18.837763937,49.420354497,402.837499,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,25.12,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A00700,2613A04200,9330,131,418.776,4.097,10.0
cesta I. triedy,11a,Most,Most nad miestnou komunikáciou,M7038,M7038.01,10,Bezchybný,18.837702975,49.418799116,406.36925,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,1998.0,,0.0,25.0,,11.75,11.75,,,NDS,NDS - SSUR CA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A00700,2613A04200,9330,305,418.95,4.271,10.0
cesta I. triedy,11b,Most,11-206 Most cez rieku Kysuca v meste Čadca,M331,M331.01,206,Veľmi zlý,18.789767168,49.440266018,415.303249,dosková,monolitický železobetón,11.0,19.0,90.0,statický výpočet podľa TP 02/2016,Vodný tok,1969.0,,3.0,52.4,,14.5,10.5,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A03900,2613A34600,8694,4,413.54,0.004,1.0
cesta I. triedy,12,Most,12_002 Most cez bezmenný potok v obci Čierne,M2321,M2321.01,2,Bezchybný,18.82145775,49.491510548,460.574999,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,2012.0,LM1,1.0,2.317,,9.499,9.107,24.27,24.352,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A09700,2613A02400,194220,326,2.705,2.647,7.0
cesta I. triedy,12,Most,12_003A Most cez potok Ondrašov a MK,M5954,M5954.01,003A,Bezchybný,18.827778923,49.495592754,0.0,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Vodný tok,  Miestna komunikácia",2008.0,,0.0,107.0,,12.58,,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A09900,2613A10000,194222,20,3.272,3.238,9.0
cesta I. triedy,12,Most,12_004 Most cez bezmenný potok a MK v obci Čierne,M620,M620.01,4,Dobrý,18.842286777,49.50294143,480.489499,klenbová,kameň,20.0,47.0,80.0,,"Vodný tok,  Miestna komunikácia",1870.0,K-STNU,1.0,4.79,,6.85,6.85,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A10000,2613A10100,194223,1295,4.88,4.667,10.0
cesta I. triedy,12,Most,12_005 Most cez Stankovský potok a MK v obci Čierne,M5526,M5526.01,5,Dobrý,18.847524141,49.507758189,479.39075,klenbová,kameň,30.0,57.0,120.0,,"Vodný tok,  Miestna komunikácia",1870.0,,2.0,12.995,,6.5,6.5,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A10100,2613A03500,194224,569,5.509,5.301,11.0
cesta I. triedy,12,Most,12_006 Most cez bezmenný potok v obci Skalité,M921,M921.01,6,Dobrý,18.885221673,49.498833284,514.72,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,1930.0,,1.0,2.5,,6.8,6.8,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A11700,2613A11800,194240,61,8.816,8.609,27.0
cesta I. triedy,12,Most,12_007 Most cez potok Vreščovka v obci Skalité,M6323,M6323.01,7,Uspokojivý,18.907827191,49.492585859,536.091,dosková,prefabrikovaný predpätý betón,20.0,60.0,100.0,podľa tabuliek,Vodný tok,1968.0,,1.0,12.0,,9.0,6.5,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A12600,2613A12700,194249,388,10.838,10.592,37.0
cesta I. triedy,12,Most,12_008 Most cez potok Skaliťanka v obci Skalité,M6595,M6595.01,8,Uspokojivý,18.91161033,49.49295713,539.80375,dosková,prefabrikovaný predpätý betón,20.0,62.0,207.0,odhadom,Vodný tok,1967.0,,1.0,12.6,,9.0,6.5,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A12800,2613A12900,194251,38,11.118,10.872,39.0
cesta I. triedy,12,Most,12_009 Most cez bezmenný potok v obci skalité,M7006,M7006.01,9,Zlý,18.934364533,49.497401125,577.599,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,1932.0,,1.0,3.0,,7.0,6.2,,,STAT,SSC - IVSC ZA,Čadca,oba smery trasy CK,medzikrižovatkový,2613A13400,2613A13500,194257,175,12.947,12.712,45.0
cesta I. triedy,13,Most,13_001 most cez odvodňovací kanál Čalovo - Medveďov,M3939,M3939.01,1,Veľmi zlý,17.728010122,47.842523526,127.964999,dosková,prefabrikovaný železobetón,22.0,32.0,120.0,porovnávací výpočet,Kanál,1967.0,,1.0,12.5,,9.5,8.5,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4532A01900,4532A17700,1409,643,3.335,3.265,13.0
cesta I. triedy,13,Most,13_002 Most cez odvodňovací kanál Veľký Meder - Medveďov,M7017,M7017.01,2,Veľmi zlý,17.717921613,47.838678697,111.366999,dosková,prefabrikovaný železobetón,28.0,52.0,172.0,porovnávací výpočet,Kanál,1967.0,,1.0,13.2,,9.5,8.5,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4532A01900,4532A17700,1409,1518,4.196,4.14,13.0
cesta I. triedy,13,Most,13_003 Most cez odvodňovací kanál Čalovo - Medveďov,M4067,M4067.01,3,Zlý,17.695931305,47.826754769,113.02525,trámová,prefabrikovaný predpätý betón,34.0,53.0,95.0,porovnávací výpočet,Kanál,1967.0,,1.0,26.0,,9.5,8.5,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4534A00900,4534A02800,1431,305,6.342,6.29,18.0
cesta I. triedy,13,Most,13_004 Most cez odvodňovací kanál Čalovo - Medveďov,M5840,M5840.01,4,Veľmi zlý,17.679539477,47.815893753,113.205,trámová,prefabrikovaný predpätý betón,22.0,40.0,80.0,porovnávací výpočet,Kanál,1967.0,,1.0,24.6,,9.5,8.5,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4534A02800,4534A01000,289951,1186,8.081,8.032,19.0
cesta I. triedy,13,Most,13_005 Most nad cestou II/506 v k.ú. obce Medveďov,M6816,M6816.01,5,Zlý,17.657148288,47.799349661,118.73575,trámová,monolitický železobetón,22.0,48.0,80.0,projektovaná,Cestná komunikácia,1942.0,,3.0,22.1,,8.0,8.0,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4533A01200,4533A00703,290096,607,10.663,10.621,22.0
cesta I. triedy,13,Most,13_006 Most cez rameno Dunaja za obcou Medveďov,M3740,M3740.01,6,Havarijný,17.654940219,47.79702873,119.929749,trámová,oceľ -  plnostenná,26.0,65.0,332.0,porovnávací výpočet,Vodný tok,1962.0,,1.0,98.55,,8.72,7.5,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4533A00703,4533A00200,1240385,90,10.887,10.845,23.0
cesta I. triedy,13,Most,13_007 Hraničný most MR_SR cez Dunaj v Medveďove,M3602,M3602.01,7,Veľmi zlý,17.651966183,47.793962318,121.390499,priehradová,oceľ -  plnostenná,28.0,80.0,222.0,porovnávací výpočet,Vodný tok,1993.0,,3.0,361.0,,8.7,7.5,,,STAT,SSC - IVSC BA,Dunajská Streda,oba smery trasy CK,medzikrižovatkový,4533A00703,4533A00200,1240385,445,11.242,11.2,23.0
cesta I. triedy,14,Most,14_001 Most cez Starohorský potok za odbočkou do obce Harmanec,M7408,M7408.01,1,Zlý,19.10321,48.78974,406.01,dosková,prefabrikovaný železobetón,37.0,79.0,230.0,podľa tabuliek,Vodný tok,1968.0,,1.0,8.0,9.15,11.5,9.0,105.225,159.6,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A00105,3614A40300,283725,5,0.014,0.03,3.0
cesta I. triedy,14,Most,14_003 Most cez Bystrický potok pri obci Harmanec,M3702,M3702.01,3,Veľmi zlý,19.055879679,48.806580667,478.498749,dosková,prefabrikovaný železobetón,30.0,56.0,164.0,podľa tabuliek,Vodný tok,1968.0,,1.0,8.0,,11.0,8.0,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16200,3614A16300,280337,1846,4.506,4.468,6.0
cesta I. triedy,14,Most,14_004 Most cez potok Bystrica v obci Dolný Harmanec,M2220,M2220.01,4,Zlý,19.05277735,48.809514525,488.497,dosková,prefabrikovaný železobetón,43.0,93.0,250.0,podľa tabuliek,Vodný tok,1968.0,,1.0,9.15,,10.5,8.0,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16300,3614A16400,280338,318,4.887,4.849,7.0
cesta I. triedy,14,Most,14_005 Most cez potok Bystrica v obci Dolný Harmanec,M583,M583.01,5,Uspokojivý,19.051023066,48.811168946,493.1165,dosková,prefabrikovaný železobetón,32.0,60.0,330.0,odhadom,Vodný tok,1968.0,,1.0,10.4,,11.0,8.0,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16300,3614A16400,280338,543,5.112,5.074,7.0
cesta I. triedy,14,Most,14_006 Most cez Čierny potok v obci Harmanec,M6240,M6240.01,6,Zlý,19.035708124,48.820966841,592.447499,dosková,prefabrikovaný železobetón,31.0,76.0,232.0,podľa tabuliek,Vodný tok,1968.0,,1.0,7.0,,9.05,8.05,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16400,3614A16700,280339,1837,7.092,7.061,8.0
cesta I. triedy,14,Most,14_007 Most cez potok Bystrica v obci Harmanec,M2847,M2847.01,7,Veľmi zlý,19.03454,48.82122,585.63,dosková,prefabrikovaný železobetón,79.0,110.0,348.0,podľa tabuliek,Vodný tok,1968.0,,1.0,9.15,,9.05,8.05,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16400,3614A16700,280339,1925,7.18,7.149,8.0
cesta I. triedy,14,Most,14_008 Most cez potok Bystrica nad Harmaneckou jaskyňou,M3458,M3458.01,8,Zlý,19.034000582,48.821575411,578.6005,dosková,prefabrikovaný železobetón,36.0,93.0,291.0,podľa tabuliek,Vodný tok,1968.0,,1.0,7.1,,9.23,8.23,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16700,3614B00100,280342,38,7.442,7.411,9.0
cesta I. triedy,14,Most,14_009 Most cez potok Bystrica za obcou Harmanec,M2235,M2235.01,9,Zlý,19.019604431,48.821873609,635.841499,dosková,prefabrikovaný železobetón,36.0,83.0,272.0,podľa tabuliek,Vodný tok,1968.0,,1.0,4.0,,10.7,9.7,,,STAT,SSC - IVSC BB,Banská Bystrica,oba smery trasy CK,medzikrižovatkový,3614A16700,3614B00100,280342,1110,8.519,8.483,9.0
cesta I. triedy,14,Most,14_013 Most cez potok Žarnovica,M5089,M5089.01,13,Uspokojivý,18.995329084,48.834179003,866.72275,dosková,monolitický železobetón,21.0,54.0,280.0,odhadom,Vodný tok,1956.0,,1.0,2.8,,9.5,8.0,,,STAT,SSC - IVSC ZA,Turčianske Teplice,oba smery trasy CK,medzikrižovatkový,3613A08400,3613A01600,376948,429,17.743,17.699,11.0
cesta I. triedy,14,Most,14_015 Most cez potok Žarnovica,M1679,M1679.01,15,Zlý,18.946203738,48.842662452,661.68325,dosková,prefabrikovaný železobetón,32.0,73.0,236.0,podľa tabuliek,Vodný tok,1956.0,,1.0,6.8,,9.9,8.1,,,STAT,SSC - IVSC ZA,Turčianske Teplice,oba smery trasy CK,medzikrižovatkový,3613A08400,3613A01600,376948,757,18.071,18.027,11.0
cesta I. triedy,14,Most,14_016 Most cez potok Žarnovica,M3870,M3870.01,16,Dobrý,18.932656728,48.844412577,600.1015,klenbová,monolitický prostý betón,28.0,56.0,224.0,odhadom,Vodný tok,1951.0,,1.0,5.8,,8.6,7.5,,,STAT,SSC - IVSC ZA,Turčianske Teplice,oba smery trasy CK,medzikrižovatkový,3613A01600,3613A07200,2427,440,18.647,18.606,12.0
cesta I. triedy,14,Most,14_017 Most cez potok Žarnovica,M5103,M5103.01,17,Zlý,18.923924821,48.841820429,618.542749,dosková,prefabrikovaný železobetón,41.0,84.0,228.0,podľa tabuliek,Vodný tok,1966.0,,1.0,9.55,,9.7,8.0,,,STAT,SSC - IVSC ZA,Turčianske Teplice,oba smery trasy CK,medzikrižovatkový,3613A07200,3613A07300,376781,762,19.74,19.696,13.0
cesta I. triedy,14,Most,14_018 Most cez potok Žarnovica,M7361,M7361.01,18,Zlý,18.879446646,48.838049612,550.8555,dosková,prefabrikovaný predpätý betón,30.0,62.0,170.0,odhadom,Vodný tok,1968.0,,1.0,7.9,,9.5,8.0,,,STAT,SSC - IVSC ZA,Turčianske Teplice,oba smery trasy CK,medzikrižovatkový,3613A01700,3613A00100,2426,4246,24.061,24.029,15.0
cesta I. triedy,15,Most,"15_000A Most cez miestny potok, k.ú. Vranov nad Topľou",M467,M467.01,000A,Dobrý,21.716987376,48.869046804,122.8405,dosková,prefabrikovaný predpätý betón,48.0,93.0,351.0,podľa tabuliek,Vodný tok,1981.0,,1.0,9.0,,11.5,11.5,,,STAT,SSC - IVSC KE,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A00205,3812A02600,421832,253,0.346,0.339,3.0
cesta I. triedy,15,Most,15_001 Most cez bezmenný potok v obci Majerovce,M6625,M6625.01,1,Zlý,21.714226149,48.891921874,129.680999,dosková,monolitický železobetón,18.0,35.0,178.0,porovnávací výpočet,Vodný tok,1929.0,,1.0,4.85,,8.2,7.2,,,STAT,SSC - IVSC KE,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A38500,3812A38600,403919,13,3.126,3.095,12.0
cesta I. triedy,15,Most,15_002 most cez miestny potok v obci Sedliská,M1526,M1526.01,2,Dobrý,21.723167019,48.903846665,132.981499,dosková,monolitický železobetón,17.0,39.0,154.0,odhadom,Vodný tok,1937.0,,1.0,7.0,,7.5,7.0,,,STAT,SSC - IVSC KE,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A38700,3812A38800,403921,177,4.628,4.583,14.0
cesta I. triedy,15,Most,15_005 Most cez kanál v obci Podčičva,M4619,M4619.01,5,Dobrý,21.739788056,48.912813039,128.959,dosková,monolitický železobetón,16.0,17.0,124.0,odhadom,Kanál,1932.0,,1.0,4.15,,10.1,8.0,,,STAT,SSC - IVSC KE,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A34000,3812A00101,403865,177,6.195,6.181,20.0
cesta I. triedy,15,Most,15_006 Most cez miestny potok v obci Benkovce,M3495,M3495.01,6,Dobrý,21.710166324,48.949391233,137.222999,dosková,monolitický železobetón,22.0,31.0,234.0,podľa tabuliek,Vodný tok,1948.0,,1.0,4.0,,8.5,7.9,,,STAT,SSC - IVSC KE,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A40300,3812A40400,403958,10,11.155,11.166,25.0
cesta I. triedy,15,Most,15_007 MOst cez rieku Ondava pred obcou Malá Domaša,M1723,M1723.01,7,Uspokojivý,21.706509308,48.967203132,135.37475,trámová,prefabrikovaný predpätý betón,30.0,70.0,125.0,podľa tabuliek,Vodný tok,1966.0,,2.0,42.45,,11.0,8.5,,,STAT,SSC - IVSC KE,Vranov nad Topľou,oba smery trasy CK,medzikrižovatkový,3812A02300,3812A02400,6197,155,13.261,13.269,31.0
cesta I. triedy,15,Most,15_009 Most cez potok Mrazovčík za obcou Turany nad Ondavou,M3109,M3109.01,9,Zlý,21.651586179,49.108988042,167.606,dosková,monolitický železobetón,22.0,30.0,212.0,podľa tabuliek,Vodný tok,1949.0,,1.0,4.5,,9.65,8.05,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A10700,2833A03300,151088,820,31.773,31.798,47.0
cesta I. triedy,15,Most,15_010 Most cez potok Jablonovec pred obcou Miňovce,M4071,M4071.01,10,Zlý,21.650807273,49.120330664,166.201749,dosková,monolitický železobetón,26.0,31.0,150.0,podľa tabuliek,Vodný tok,1940.0,,1.0,5.7,,9.8,8.0,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A03300,2833A03400,5872,957,33.047,33.074,48.0
cesta I. triedy,15,Most,15_011 Most cez potok Stavlinec v obci Miňovce,M1414,M1414.01,11,Uspokojivý,21.651568336,49.136043662,175.625499,dosková,monolitický železobetón,26.0,46.0,239.0,podľa tabuliek,Vodný tok,1957.0,,1.0,5.4,,9.7,7.5,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A11200,2833A11300,151093,15,34.78,34.808,54.0
cesta I. triedy,15,Most,Most ponad rieku Ondava,M251,M251.01,011a,Veľmi zlý,21.65156,49.14406,172.75,trámová,prefabrikovaný predpätý betón,10.0,40.9,70.1,statický výpočet podľa TP 02/2016,Vodný tok,1968.0,,3.0,60.05,,9.0,6.5,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A11400,2833A03500,151095,591,35.759,35.787,56.0
cesta I. triedy,15,Most,15_011b Miňovce - Most cez rieku Ondava,M9494,M9494.01,011b,Veľmi dobrý,21.65181,49.14783,171.0,trámová,monolitický predpätý betón,36.0,80.0,196.0,zaťažovacou skúškou,Vodný tok,2013.0,Model EC,1.0,40.0,43.3,10.5,9.5,549.81,500.0,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A03500,2833A03100,63268,339,35.923,36.242,57.0
cesta I. triedy,15,Most,15_011C Most Breznica nad potokom Brusnička,M8872,M8872.01,011C,Uspokojivý,21.65353,49.14629,169.0,trámová,spriahnutá betón-betón,32.0,80.0,196.0,projektovaná,Vodný tok,2012.0,,1.0,22.0,24.36,9.5,8.5,254.81,244.2,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A03500,2833A03100,63268,489,36.073,36.392,57.0
cesta I. triedy,15,Most,15_012 Most cez potok Brusníčka pred obcou Breznica,M2950,M2950.01,12,Havarijný,21.656187838,49.14794609,171.17375,trámová,prefabrikovaný predpätý betón,28.0,56.0,0.0,odhadom,Vodný tok,1960.0,,1.0,16.0,,8.9,7.3,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A03500,2833A03100,63268,617,36.201,36.52,57.0
cesta I. triedy,15,Most,15_013 Most cez potok Vojtovce v obci Breznica,M6548,M6548.01,13,Havarijný,21.66144453,49.16130484,176.4725,trámová,prefabrikovaný predpätý betón,24.0,55.0,0.0,odhadom,Vodný tok,1960.0,,1.0,13.2,,11.8,9.2,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2833A08800,2833A08900,151039,26,37.836,38.157,61.0
cesta I. triedy,15,Most,15_014 Most cez potok Chotčianka za obcou Stropkov,M1073,M1073.01,14,Zlý,21.64503165,49.212077592,190.085999,dosková,monolitický železobetón,16.0,55.0,164.0,odhadom,Vodný tok,1945.0,,3.0,44.15,,9.1,8.0,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A09200,2831A09300,151012,44,43.77,44.091,92.0
cesta I. triedy,15,Most,15_016 Most cez miestny potok za obcou Tisinec,M7433,M7433.01,16,Zlý,21.633919055,49.225173819,194.727499,dosková,prefabrikovaný železobetón,35.0,82.0,270.0,podľa tabuliek,Vodný tok,1957.0,,1.0,3.05,,9.2,8.0,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A09800,2831A09900,151018,410,45.486,45.806,98.0
cesta I. triedy,15,Most,15_017 Most cez Kozibradský potok v obci Duplín,M1942,M1942.01,17,Zlý,21.621606776,49.240125109,200.1325,dosková,monolitický železobetón,26.0,46.0,294.0,podľa tabuliek,Vodný tok,1957.0,,1.0,5.0,,9.4,8.0,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A10200,2831A01200,151022,25,47.373,47.704,104.0
cesta I. triedy,15,Most,15_018 Most cez potok Potočky za obcou Duplín,M6953,M6953.01,18,Zlý,21.620141431,49.242523343,201.0525,dosková,prefabrikovaný železobetón,20.0,39.0,268.0,podľa tabuliek,Vodný tok,1981.0,,1.0,6.77,,9.5,8.5,,,STAT,SSC - IVSC KE,Stropkov,oba smery trasy CK,medzikrižovatkový,2831A01200,2831B00500,5795,136,47.665,47.994,105.0
cesta I. triedy,15,Most,15_019 Most cez bezmenný potok za obcou Duplín,M1892,M1892.01,19,Zlý,21.605807423,49.252119204,204.337,dosková,prefabrikovaný železobetón,38.0,94.0,290.0,podľa tabuliek,Vodný tok,1960.0,,1.0,7.0,,9.5,8.5,,,STAT,SSC - IVSC KE,Svidník,oba smery trasy CK,lúč,2831A00103,2831A00102,5785,85,49.172,49.498,107.0
cesta I. triedy,16,Most,Most nad c.I/66.2 Zvolen,M4808,M4808.01,177,Bezchybný,19.104493957,48.563107841,288.4995,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Cestná komunikácia,1996.0,,3.0,42.96,,12.5,12.5,,,NDS,NDS - SSUR ZV,Zvolen,oba smery trasy CK,lúč,3632A02306,3632A02302,3019,26,233.837,0.306,2.0
cesta I. triedy,16,Most,"50_178 Most cez rieky Hron, Slatina a železničnú trať, k.ú. Zvolen",M2917,M2917.01,178,Bezchybný,19.110580702,48.563397864,291.967,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1996.0,,17.0,710.0,,10.25,10.25,,,NDS,NDS - SSUR ZV,Zvolen,oba smery trasy CK,medzikrižovatkový,3632A02302,3632A02401,3038,0,233.962,0.431,8.0
cesta I. triedy,16,Most,066023-003 Most ponad I/50 priNDS Zvolen,M4513,M4513.01,3,Dobrý,19.128725964,48.568486422,290.50525,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Cestná komunikácia,1996.0,,2.0,45.8,,13.0,9.0,,,NDS,NDS - SSUR ZV,Zvolen,"neaplikovateľný, nepoužiteľný",vetva,3632A02403,3632A02402,3035,95,,,15.0
