Trieda CK,Číslo CK,Pôvodné číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer_úseku,Typ_úseku,Vlastník CK,Typ správcu CK,Správca CK,Kraj,Okres,Pokračovanie,Poradie,Usek ID,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku - DC,Kumulatívne staničenie začiatku - DC,Kilometrovníkové staničenie začiatku - UZLA,Kumulatívne staničenie začiatku -UZLA
cesta I. triedy,9,50,74,M1151,"50_074 Most cez potok Drietomica, k.ú. Drietoma",,1946.0,,,1.0,20.0,,7.6,6.8,,,Uspokojivý,17.950014341,48.907970022,252.326749,Slovenská správa ciest - IVSC Žilina,Štát,20.0,trámová,monolitický železobetón,22.0,55.0,105.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,7,8986,3512B00200,3512A10400,899,265,107.512,7075,107252.0,6810
cesta I. triedy,9,50,76,M2233,"50_076 Most cez bezmenný potok, k.ú. Chocholná-Velčice",,1965.0,,,1.0,3.55,,12.0,11.0,,,Veľmi dobrý,17.955129722,48.868522775,201.1735,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Trenčín","Národná diaľničná spoločnosť, a.s.",3.55,dosková,prefabrikovaný železobetón,56.0,108.0,312.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,NDS,NDS,NDS - SSUD TN,Trenčianský kraj,Trenčín,0.0,21,383754,3512A14400,3512A00401,846,280,112.309,11860,112029.0,11580
cesta I. triedy,9,50,77,M530,"50_077 Most nad poľnou cestou, k.ú. Chocholná-Velčice",,1965.0,,,1.0,5.0,,13.5,10.9,,,Dobrý,17.955284758,48.866306242,204.659499,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Trenčín","Národná diaľničná spoločnosť, a.s.",5.0,dosková,prefabrikovaný železobetón,17.0,70.0,265.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,NDS,NDS,NDS - SSUD TN,Trenčianský kraj,Trenčín,0.0,21,383754,3512A14400,3512A00401,846,521,113.557,12101,112029.0,11580
cesta I. triedy,9,50,78,M1959,"50_078 Most nad cestou I/61 a železničnou traťou, k.ú. Chocholná-Velčice",,1965.0,,,4.0,56.3,,13.5,11.0,,,Dobrý,17.956121566,48.864020361,208.7265,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Trenčín","Národná diaľničná spoločnosť, a.s.",56.3,trámová,prefabrikovaný predpätý betón,38.0,92.0,222.0,porovnávací výpočet,Železnica,oba smery trasy CK,medzikrižovatkový,NDS,NDS,NDS - SSUD TN,Trenčianský kraj,Trenčín,0.0,21,383754,3512A14400,3512A00401,846,754,113.79,12334,112029.0,11580
cesta I. triedy,9,50,79,M3336,"50_079 Most nad D1, k.ú. Chocholná-Velčice",,1965.0,,,3.0,62.3,,13.5,11.0,,,Veľmi dobrý,17.957724538,48.860282125,205.2535,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby diaľnic Trenčín","Národná diaľničná spoločnosť, a.s.",62.3,rámová,prefabrikovaný predpätý betón,32.0,105.0,139.0,porovnávací výpočet,Cestná komunikácia,oba smery trasy CK,lúč,NDS,NDS,NDS - SSUD TN,Trenčianský kraj,Trenčín,0.0,46,402413,3512A00317,3512A00309,106,28,113.259,12746,113231.0,12718
cesta I. triedy,9,50,80,M3535,"50_080 Most cez kanál hydrocentrály, k.ú. Veľké Bierovce",,1966.0,,,3.0,106.6,,14.15,11.5,,,Zlý,17.967363018,48.853471075,200.6655,Slovenská správa ciest - IVSC Žilina,Štát,106.6,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Kanál,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,53,382585,3514A48600,3514A48700,167,43,114.311,13809,114268.0,13766
cesta I. triedy,9,50,81,M3717,"50_081 Most cez rieku Váh, k.ú. Veľké Bierovce",,1966.0,,,6.0,266.9,,14.15,11.5,,,Uspokojivý,17.970758386,48.852358877,203.3735,Slovenská správa ciest - IVSC Žilina,Štát,266.9,trámová,monolitický predpätý betón,26.0,64.0,157.0,projektovaná,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,54,382586,3514A48700,3514A48800,804,76,114.573,14009,114435.0,13933
cesta I. triedy,9,50,82,M935,"50_082 Most  cez potok Turňanský, k.ú. Veľké Bierovce",,1966.0,,,1.0,15.0,,12.0,11.0,,,Zlý,17.973467737,48.851472203,201.4915,Slovenská správa ciest - IVSC Žilina,Štát,15.0,trámová,prefabrikovaný predpätý betón,32.0,77.0,200.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,54,382586,3514A48700,3514A48800,804,427,114.924,14360,114435.0,13933
cesta I. triedy,9,50,83,M4904,"50_083 Most cez potok Turňanský, k.ú. Veľké Bierovce",,1966.0,,,1.0,12.0,,12.0,11.0,,,Dobrý,17.985586773,48.848939104,200.623,Slovenská správa ciest - IVSC Žilina,Štát,12.0,trámová,prefabrikovaný predpätý betón,36.0,90.0,276.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,56,8111,3514A01100,3514A00501,365,110,115.844,15296,115734.0,15186
cesta I. triedy,9,50,84,M895,"50_084 Most nad poľnou cestou, k.ú. Trenčianska Turná",,1966.0,,,1.0,6.0,,12.0,11.0,,,Dobrý,18.012854546,48.845834819,218.442999,Slovenská správa ciest - IVSC Žilina,Štát,6.0,dosková,prefabrikovaný železobetón,30.0,84.0,265.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,62,382527,3523A22800,3523A22900,821,33,117.758,17334,117725.0,17301
cesta I. triedy,9,50,85,M4236,"50_085 Most cez potok Bukoviansky, k.ú. Trenčianska Turná",,1966.0,,,1.0,17.8,,12.0,10.9,,,Uspokojivý,18.030928656,48.845137906,224.310249,Slovenská správa ciest - IVSC Žilina,Štát,17.8,trámová,prefabrikovaný predpätý betón,37.0,89.0,194.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,65,7931,3523A00802,3523A23000,814,157,119.084,18705,118927.0,18548
cesta I. triedy,9,50,86,M1223,"50_086 Most nad poľnou cestou, k.ú. Trenčianska Turná",,1966.0,,,1.0,7.0,,12.0,11.0,,,Uspokojivý,18.048831939,48.844136247,244.2305,Slovenská správa ciest - IVSC Žilina,Štát,7.0,dosková,prefabrikovaný železobetón,30.0,75.0,232.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,66,382529,3523A23000,3523A23100,2114,689,120.467,20051,119778.0,19362
cesta I. triedy,9,50,87,M3915,"50_087 Most nad poľnou cestou, k.ú. Trenčianska Turná",,1966.0,,,1.0,6.0,,12.0,11.0,,,Dobrý,18.056759743,48.838765896,260.7485,Slovenská správa ciest - IVSC Žilina,Štát,6.0,dosková,prefabrikovaný železobetón,32.0,86.0,285.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,66,382529,3523A23000,3523A23100,2114,1572,121.346,20934,119778.0,19362
cesta I. triedy,9,50,88,M2670,"50_088 Most nad poľnou cestou, k.ú. Mníchova Lehota",,1966.0,,,1.0,10.2,,12.5,12.5,,,Dobrý,18.059804099,48.8310986,277.578999,Slovenská správa ciest - IVSC Žilina,Štát,10.2,klenbová,monolitický prostý betón,25.0,64.0,156.0,porovnávací výpočet,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,67,382530,3523A23100,3523A23200,860,339,122.22,21815,121881.0,21476
cesta I. triedy,9,50,89,M3198,"50_089 Most nad poľnou cestou, k.ú.  Mníchova Lehota",,1966.0,,,3.0,24.5,,13.8,11.2,,,Dobrý,18.06632288,48.826046412,284.43825,Slovenská správa ciest - IVSC Žilina,Štát,24.5,dosková,prefabrikovaný železobetón,31.0,76.0,284.0,porovnávací výpočet,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,68,382531,3523A23200,3523A02103,283,221,122.963,22557,122742.0,22336
cesta I. triedy,9,50,90,M6476,"50_090 Most nad železničnou traťou, k.ú. Mníchova Lehota",,1966.0,,,4.0,72.15,,13.7,11.2,,,Veľmi dobrý,18.089226023,48.810944962,361.566749,Slovenská správa ciest - IVSC Žilina,Štát,72.15,trámová,prefabrikovaný predpätý betón,52.0,130.0,263.0,porovnávací výpočet,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,72,382662,3523A27900,3523A28000,389,288,125.089,24961,124801.0,24673
cesta I. triedy,9,50,91,M939,50_091 Most cez Brodský potok v k.ú. obce Trenčianske Jastrabie,,1940.0,,,1.0,2.9,,10.6,8.8,,,Uspokojivý,18.103283985,48.806727252,306.365,Slovenská správa ciest - IVSC Žilina,Štát,2.9,dosková,monolitický železobetón,18.0,65.0,109.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,77,382665,3523A28200,3523A00400,1098,357,126.294,26161,125937.0,25804
cesta I. triedy,9,50,92,M3321,"50_092 Most cez bezmenný potok, k.ú. Trenčianske Mitice",,1940.0,,,1.0,4.05,,8.1,7.2,,,Dobrý,18.118661552,48.804460335,280.259,Slovenská správa ciest - IVSC Žilina,Štát,4.05,dosková,monolitický železobetón,15.0,53.0,88.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,78,7949,3523A00400,3523A31600,3183,422,132.063,27324,127333.0,26902
cesta I. triedy,9,50,93,M6173,"50_093 Most cez bezmenný potok, k.ú. Trenčianske Jastrabie",,1940.0,,,1.0,2.4,,8.0,8.0,,,Dobrý,18.124969055,48.803009399,273.421499,Slovenská správa ciest - IVSC Žilina,Štát,2.4,dosková,monolitický železobetón,21.0,78.0,130.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,78,7949,3523A00400,3523A31600,3183,914,132.555,27816,127333.0,26902
cesta I. triedy,9,50,94,M5878,"50_094 Most cez mlynský náhon, k.ú. Svinná",,1940.0,,,1.0,2.5,,7.8,6.8,,,Veľmi dobrý,18.136203399,48.795816965,263.91425,Slovenská správa ciest - IVSC Žilina,Štát,2.5,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Kanál,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,78,7949,3523A00400,3523A31600,3183,2084,129.419,28986,127333.0,26902
cesta I. triedy,9,50,95,M618,50_095 Most cez potok Cípec pred obcou Svinná,,1968.0,,,1.0,8.0,,11.5,10.8,,,Zlý,18.156527732,48.791633278,246.975749,Slovenská správa ciest - IVSC Žilina,Štát,8.0,dosková,prefabrikovaný železobetón,26.0,64.0,201.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,79,382704,3523A31600,3523A31700,497,481,131.625,30566,130518.0,30085
cesta I. triedy,9,50,96,M1516,"50_096 Most cez potok Neporadský, k.ú. Svinná",,1940.0,,,1.0,2.5,,7.8,6.8,,,Veľmi dobrý,18.160402,48.791472096,246.519,Slovenská správa ciest - IVSC Žilina,Štát,2.5,dosková,monolitický železobetón,14.0,43.0,378.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,81,382706,3523A31800,3523A00500,170,105,131.249,30855,131144.0,30750
cesta I. triedy,9,50,97,M4414,"50_097 Most cez bezmenný potok, k. ú . Svinná",,1940.0,,,1.0,5.15,,8.0,7.0,,,Dobrý,18.178305576,48.780190218,236.9075,Slovenská správa ciest - IVSC Žilina,Štát,5.15,dosková,monolitický železobetón,18.0,31.0,163.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Trenčín,0.0,85,382690,3523A30700,3523A00600,444,393,133.058,32702,132665.0,32309
cesta I. triedy,9,50,100,M1481,50_100 Most cez rieku Bebravu v meste Bánovce nad Beberavou,,1946.0,,,1.0,23.5,,8.39,6.4,,,Uspokojivý,18.250250856,48.724238292,200.777,Slovenská správa ciest - IVSC Žilina,Štát,23.5,trámová,monolitický železobetón,32.0,42.0,125.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,1,8993,3523A01100,3523A19400,273,24,141.385,40962,141361.0,40938
cesta I. triedy,9,50,101,M488,50_101 Most cez potok Radiša v meste Bánovce nad Bebravou,,1941.0,,,1.0,12.0,,9.4,8.0,,,Uspokojivý,18.25321479,48.717451355,201.929,Slovenská správa ciest - IVSC Žilina,Štát,12.0,trámová,monolitický železobetón,24.0,28.0,96.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,5,218546,3523A19700,3523A19800,339,29,142.169,41754,142140.0,41725
cesta I. triedy,9,50,102,M505,50_102 Most nad železničnou vlečkou v meste Bánovce nad Bebravou,,1965.0,,,1.0,10.15,,19.1,16.3,,,Uspokojivý,18.255815105,48.711509763,209.796499,Slovenská správa ciest - IVSC Žilina,Štát,10.15,dosková,monolitický železobetón,35.0,95.0,290.0,porovnávací výpočet,Železnica,oba smery trasy CK,lúč,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,8,8995,3523A01201,3523A01205,94,89,142.877,42455,142788.0,42366
cesta I. triedy,9,50,104,M550,50_104 Most v obci Brezolupy,,1940.0,,,1.0,2.55,,8.0,,,,Dobrý,18.289459168,48.698317775,258.933999,Slovenská správa ciest - IVSC Žilina,Štát,2.55,dosková,monolitický železobetón,31.0,112.0,420.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,11,7764,3523A01300,3523A01400,980,422,146.346,45940,145924.0,45518
cesta I. triedy,9,50,105,M4344,50_105 Most cez Brezolupský jarok pri obci Brezolupy,,1940.0,,,1.0,5.0,,8.69,,,,Uspokojivý,18.308394206,48.693047411,214.25,Slovenská správa ciest - IVSC Žilina,Štát,5.0,klenbová,monolitický prostý betón,50.0,130.0,420.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,13,9308,3523A02200,3523A20000,308,161,147.758,47467,147597.0,47306
cesta I. triedy,9,50,106,M3753,50_106 Most cez potok Hydina v osade Jerichov,,1940.0,,,1.0,10.4,,7.85,,,,Uspokojivý,18.310249228,48.692774758,210.639999,Slovenská správa ciest - IVSC Žilina,Štát,10.4,dosková,monolitický železobetón,15.0,32.0,90.0,porovnávací výpočet,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,14,218549,3523A20000,3523A20100,215,299,147.896,47605,147905.0,47614
cesta I. triedy,9,50,107,M5842,50_107 Most cez zrážkový potok v osade Jerichov,,1940.0,,,1.0,4.8,,8.0,,,,Uspokojivý,18.325194265,48.692773951,217.350999,Slovenská správa ciest - IVSC Žilina,Štát,4.8,dosková,monolitický železobetón,9.0,28.0,112.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,16,218551,3523A20200,3523A20300,733,649,149.017,48708,148350.0,48059
cesta I. triedy,9,50,108,M6808,50_108 Most cez bezmenný potok pri osade Jerichov,,1940.0,,,1.0,4.8,,7.8,7.8,,,Uspokojivý,18.328965668,48.692543159,219.2265,Slovenská správa ciest - IVSC Žilina,Štát,4.8,dosková,monolitický železobetón,25.0,60.0,283.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,17,218552,3523A20300,3524A00500,1932,197,149.298,48989,149101.0,48792
cesta I. triedy,9,50,109,M899,50_109 Most cez bezmenný potok ori osade Jerichov,,1940.0,,,1.0,4.2,,8.0,8.0,,,Dobrý,18.34065691,48.692020884,224.63125,Slovenská správa ciest - IVSC Žilina,Štát,4.2,dosková,monolitický železobetón,13.0,40.0,350.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Bánovce nad Bebravou,1.0,17,218552,3523A20300,3524A00500,1932,1063,150.198,49855,149101.0,48792
cesta I. triedy,9,50,112,M3959,50_112 Most cez potok na hranici okresu Topoľčany a Prievidza,,1936.0,,,1.0,2.8,,8.5,,,,Uspokojivý,18.383804468,48.695056415,227.815499,Slovenská správa ciest - IVSC Žilina,Štát,2.8,dosková,monolitický železobetón,10.0,32.0,280.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Partizánske,1.0,24,398912,3524A07400,3524B00200,784,771,154.974,53647,153176.0,52876
cesta I. triedy,9,50,113,M7636,50_113 Most cez bezmenný potok za obcou Dolné Vestenice,,1941.0,,,1.0,2.55,,8.8,,,,Veľmi dobrý,18.422599107,48.708583752,236.710999,Slovenská správa ciest - IVSC Žilina,Štát,2.55,dosková,monolitický železobetón,5.0,19.0,102.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,32,490574,3524A15800,3524A15900,2053,1632,157.342,57063,155710.0,55431
cesta I. triedy,9,50,114,M4852,50_114 Most cez bezmenný potok pred obcou Horné Vestenice,,1941.0,,,1.0,3.5,,8.0,6.8,,,Dobrý,18.430502147,48.708549523,239.1925,Slovenská správa ciest - IVSC Žilina,Štát,3.5,dosková,monolitický železobetón,7.0,7.0,61.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,34,490576,3524A16000,3524A16100,369,22,158.082,57644,158060.0,57622
cesta I. triedy,9,50,115,M4182,50_115 Most cez bezmenný potok pri obci Horné Vestenice,,1941.0,,,1.0,3.5,,8.0,,,,Dobrý,18.462000465,48.717540156,258.297,Slovenská správa ciest - IVSC Žilina,Štát,3.5,dosková,monolitický železobetón,20.0,20.0,155.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,38,490662,3524A24600,3524A00800,1152,5,160.617,60178,160612.0,60173
cesta I. triedy,9,50,116,M6967,"50_116 Most cez bezmenný potok za II. odbočkou do obce Nitrica, k.ú. Nitrianske Sučany",,1944.0,,,1.0,2.75,,8.05,,,,Veľmi dobrý,18.46612814,48.719613555,257.949999,Slovenská správa ciest - IVSC Žilina,Štát,2.75,dosková,monolitický železobetón,2.0,7.0,28.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,38,490662,3524A24600,3524A00800,1152,388,161.0,60561,160612.0,60173
cesta I. triedy,9,50,117,M3338,50_117 Most cez bezmenný potok pred obcou Nitrianske Sučany,,1955.0,,,1.0,2.5,,7.75,7.75,,,Dobrý,18.472083543,48.720970256,264.702499,Slovenská správa ciest - IVSC Žilina,Štát,2.5,dosková,monolitický železobetón,21.0,73.0,420.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,38,490662,3524A24600,3524A00800,1152,853,161.465,61026,160612.0,60173
cesta I. triedy,9,50,118,M561,50_118 Most cez potok Nitrica pri obci Nitrianske Sučany,,1955.0,,,2.0,28.8,,11.0,9.0,,,Uspokojivý,18.481700367,48.723557546,257.013999,Slovenská správa ciest - IVSC Žilina,Štát,28.8,dosková,monolitický železobetón,19.0,60.0,185.0,odhadom,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,39,7799,3524A00800,3524A24700,514,473,162.252,61798,161779.0,61325
cesta I. triedy,9,50,119,M986,50_119 Most cez potok za odb. Nitrianske Sučany,,1940.0,,,1.0,3.05,,7.9,7.9,,,Zlý,18.482139438,48.723494585,257.2255,Slovenská správa ciest - IVSC Žilina,Štát,3.05,dosková,monolitický železobetón,18.0,18.0,135.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,40,490663,3524A24700,3524A00301,910,8,162.301,61847,162293.0,61839
cesta I. triedy,9,50,120,M4318,50_120 Most cez občasný tok pred obcou Nováky,,1940.0,,,1.0,2.1,,8.25,,,,Uspokojivý,18.487617301,48.722717968,256.1015,Slovenská správa ciest - IVSC Žilina,Štát,2.1,dosková,monolitický železobetón,24.0,55.0,336.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,40,490663,3524A24700,3524A00301,910,415,162.702,62254,162293.0,61839
cesta I. triedy,9,50,121,M5858,50_121 Most cez poľnú komunikáciu v meste Nováky,,1939.0,,,1.0,3.1,,8.7,8.7,,,Dobrý,18.527698342,48.721427142,258.335999,Slovenská správa ciest - IVSC Žilina,Štát,3.1,klenbová,monolitický prostý betón,50.0,130.0,420.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,43,490817,3524A32300,3524A32400,947,834,165.825,65464,164991.0,64630
cesta I. triedy,9,50,122,M1803,50_122 Most cez potok Hornolelovský v meste Nováky,,1940.0,,,1.0,3.0,,8.1,8.1,,,Uspokojivý,18.533943041,48.721664697,241.664999,Slovenská správa ciest - IVSC Žilina,Štát,3.0,dosková,monolitický železobetón,23.0,23.0,168.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,44,490818,3524A32400,3524A32500,383,353,164.961,65930,165952.0,65577
cesta I. triedy,9,50,123,M7611,50_123 Most cez rieku Nitra v meste Nováky,,1949.0,,,2.0,36.7,,8.0,7.0,,,Uspokojivý,18.536521818,48.722356388,244.19425,Slovenská správa ciest - IVSC Žilina,Štát,36.7,trámová,monolitický železobetón,12.0,46.0,103.0,podľa tabuliek,Vodný tok,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,46,490820,3524A32600,3524A32700,185,111,166.519,66117,166408.0,66006
cesta I. triedy,9,50,124,M4114,50_124 Most cez poľnú komunikáciu v meste Nováky,,1939.0,,,1.0,4.2,,8.8,8.8,,,Uspokojivý,18.541982462,48.723856239,252.799499,Slovenská správa ciest - IVSC Žilina,Štát,4.2,klenbová,monolitický prostý betón,40.0,104.0,328.0,podľa tabuliek,Účelová komunikácia,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,48,490822,3524A32800,3524A00101,638,353,166.943,66570,166619.0,66217
cesta I. triedy,9,50,125,M2913,50_125 Most cez železničnú trať v Novákoch,,1999.0,,,1.0,25.01,,11.5,11.5,,,Dobrý,18.542812439,48.724039658,253.902749,Slovenská správa ciest - IVSC Žilina,Štát,25.01,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,oba smery trasy CK,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,48,490822,3524A32800,3524A00101,638,407,166.997,66624,166619.0,66217
cesta I. triedy,9,50,126,M6777,"50_126 Most nad cestou I/64 - vetva A, k.ú. Nováky",,1985.0,,,3.0,50.88,,13.94,11.5,,,Dobrý,18.549811852,48.725035525,255.895499,Slovenská správa ciest - IVSC Žilina,Štát,50.88,trámová,prefabrikovaný predpätý betón,35.0,88.0,274.0,podľa tabuliek,Cestná komunikácia,oba smery trasy CK,lúč,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,1.0,49,9309,3524A00101,3524A00104,427,293,166.456,67148,167228.0,66855
cesta I. triedy,9,50,000A,M4869,,,1985.0,,,3.0,86.0,,11.25,7.5,,,Veľmi dobrý,18.574746134,48.724322541,283.8935,Slovenská správa ciest - IVSC Žilina,Štát,86.0,trámová,prefabrikovaný predpätý betón,34.0,96.0,209.0,odhadom,Cestná komunikácia,"neaplikovateľný, nepoužiteľný",vetva,STAT,SSC,SSC - IVSC ZA,Trenčianský kraj,Prievidza,2.0,7,7837,3524A07707,3524A07705,295,113,,113,169492.0,0
