Trieda CK,Číslo CK,Evidenčné číslo mosta,ID mosta,Názov mosta,Investor,Rok postavenia,Zhotovitel,Zaťažovacia trieda STN,Počet otvorov,Dĺžka premostenia,Dĺžka nosnej konštrukcie,Voľná šírka mosta,Šírka medzi obrubami,Plocha nosnej konštrukcie,Plocha mosta,Stavebno-technický stav,LongitudeE,LatitudeN,VyskaH,Správca - most,Vlastník - most,Dlzka DC,Druh konštrukcie,Materiál konštrukcie,Zaťažiteľnosť normálna,Zaťažiteľnost výhradná,Zaťažiteľnosť výnimočná,Spôsob stanovenia,Predmet premostenia,Smer useku,Typ useku,Vlastník CK,Typ správcu CK,Správca CK,KRAJ,OKRES,Pokračovanie,Poradie,Usek,Poc. Uzol,Konc. Uzol,Ev. dlzka useku,Úsekové staničenie začiatku,Kilometrovníkové staničenie začiatku,Kumulatívne staničenie začiatku
cesta I. triedy,11,210,M3828,11_210 Most cez bezmenný potok v obci Horelica,,1934.0,,,1.0,3.0,,7.6,6.6,,,Uspokojivý,18.809551024,49.429605785,407.543999,Slovenská správa ciest - IVSC Žilina,Štát,3.0,dosková,monolitický železobetón,10.0,32.0,280.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,3.0,6.0,194641.0,2613A36100,2613A36200,510.0,5,415.764,10020.0
cesta I. triedy,11,211,M6402,11_211 Most cez bezmenný potok v obci Horelica,,1934.0,,,1.0,2.6,,8.0,8.0,,,Uspokojivý,18.830074867,49.42454179,401.4655,Slovenská správa ciest - IVSC Žilina,Štát,2.6,klenbová,kameň,8.0,32.0,168.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,3.0,15.0,194650.0,2613A37000,2613A37100,487.0,245,417.772,12000.0
cesta I. triedy,11,212,M2367,11_212 Most cez potok Jasný v obci Horelica,,1953.0,,,1.0,7.0,,11.0,10.0,,,Uspokojivý,18.833868149,49.425029796,403.8555,Slovenská správa ciest - IVSC Žilina,Štát,7.0,dosková,prefabrikovaný železobetón,27.0,75.0,232.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,3.0,16.0,194651.0,2613A37100,2613A04101,454.0,42,418.056,12284.0
cesta I. triedy,11,213,M1812,11_213 Most cez potok Oščadnica v k.ú. obce Oščadnica,,1938.0,,,1.0,26.0,,7.5,6.5,,,Uspokojivý,18.837121187,49.420416996,402.134999,Slovenská správa ciest - IVSC Žilina,Štát,26.0,trámová,monolitický železobetón,10.0,28.0,69.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,3.0,18.0,212359.0,2613A04102,2613A34300,221.0,182,418.673,12901.0
cesta I. triedy,11,214,M3024,Most cez bezmenný potok v Oščadnici,,1984.0,,,1.0,6.3,,11.5,11.5,,,Uspokojivý,18.840345137,49.412183262,396.4455,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",6.3,trámová,prefabrikovaný železobetón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,0.0,8952.0,2613A04200,2613A03301,1258.0,200,419.661,13896.0
cesta I. triedy,11,215,M2978,Most cez bezmenný potok v Krásne nad Kysucou,,1984.0,,,1.0,6.3,,11.5,11.5,,,Uspokojivý,18.843185112,49.407280781,396.513999,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",6.3,trámová,prefabrikovaný železobetón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,0.0,8952.0,2613A04200,2613A03301,1258.0,783,420.244,14479.0
cesta I. triedy,11,216,M99,Estakáda v Krásne nad Kysucou,,1983.0,,,8.0,321.88,,13.36,11.5,,,Uspokojivý,18.841030714,49.399699126,404.46875,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",321.88,dosková,prefabrikovaný predpätý betón,26.0,64.0,157.0,podľa tabuliek,Cestná komunikácia,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,19.0,2119.0,2613A03302,2613A25702,2333.0,36,420.968,15197.0
cesta I. triedy,11,217,M7227,Most ponad úbočnicovú strž v Krásne nad Kysucou,,1983.0,,,3.0,86.7,,12.87,11.5,,,Uspokojivý,18.837550905,49.390312114,424.873749,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",86.7,dosková,prefabrikovaný predpätý betón,26.0,64.0,157.0,podľa tabuliek,Miestna komunikácia,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,19.0,2119.0,2613A03302,2613A25702,2333.0,1245,422.128,16406.0
cesta I. triedy,11,218,M5617,Predĺženie klenbového mosta v Krásne nad Kysucou,,1984.0,,,1.0,3.7,,41.6,33.0,,,Zlý,18.841241127,49.380274885,401.225,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",3.7,dosková,monolitický železobetón,19.0,48.0,118.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,20.0,194493.0,2613A25702,2613A25600,1620.0,108,423.371,17602.0
cesta I. triedy,11,219,M2023,Podchod pre peších v Krásne nad Kysucou,,1984.0,,,1.0,4.02,,13.0,13.0,,,Dobrý,18.840958842,49.376387372,385.695,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",4.02,klenbová,oceľ -  plnostenná,34.0,80.0,196.0,podľa tabuliek,Miestna komunikácia,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,20.0,194493.0,2613A25702,2613A25600,1620.0,543,423.799,18037.0
cesta I. triedy,11,220,M2241,"Most cez potok ""U Blažkov""v Krásne nad Kysucou",,1984.0,,,1.0,6.76,,12.5,11.5,,,Uspokojivý,18.840469287,49.374734822,382.9355,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",6.76,trámová,prefabrikovaný predpätý betón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,20.0,194493.0,2613A25702,2613A25600,1620.0,733,423.989,18227.0
cesta I. triedy,11,221,M3378,"Most cez potok ""U Drozdov"" v Krásne nad Kysucou",,1984.0,,,1.0,8.26,,11.5,11.5,,,Uspokojivý,18.833522312,49.36604809,379.70625,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",8.26,trámová,prefabrikovaný železobetón,26.0,64.0,157.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,4.0,21.0,194494.0,2613A25600,2631A12100,628.0,211,425.087,19325.0
cesta I. triedy,11,226,M1392,Most cez bezmenný potok v Kysuckom Lieskovci,,1971.0,,,1.0,4.0,,11.5,10.5,,,Uspokojivý,18.810024818,49.344276524,369.171,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",4.0,dosková,prefabrikovaný železobetón,20.0,64.0,157.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Kysucké Nové Mesto,4.0,25.0,2130.0,2631A07302,2631A00501,995.0,967,428.553,22765.0
cesta I. triedy,11,227,M7332,11_227 Most cez potok Lodnianka v Kysuckom Lieskovci,,1971.0,,,1.0,8.0,,12.25,10.5,,,Dobrý,18.808000211,49.334585861,365.5365,Slovenská správa ciest - IVSC Žilina,Štát,8.0,dosková,prefabrikovaný železobetón,40.0,100.0,255.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,4.0,32.0,327902.0,2631A27400,2631A27500,34.0,19,429.582,23850.0
cesta I. triedy,11,228,M115,11_228 Most cez Povinský potok v obci Povina,SSC IVSC Žilina,1971.0,"Doprastav a.s., závod Žilina",,1.0,9.12,10.715,14.5,10.5,,,Bezchybný,18.803998092,49.314030217,359.630999,Slovenská správa ciest - IVSC Žilina,Štát,10.715,dosková,prefabrikovaný železobetón,36.0,84.0,216.0,podľa tabuliek,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,4.0,36.0,327906.0,2631A27800,2631A00800,50.0,9,431.991,26227.0
cesta I. triedy,11,229,M349,11_229 Most cez Vadičovský potok v obci Radoľa,,1971.0,,,1.0,15.4,,12.25,10.5,,,Zlý,18.789231459,49.297463683,347.1045,Slovenská správa ciest - IVSC Žilina,Štát,15.4,dosková,prefabrikovaný predpätý betón,15.0,25.0,101.0,odhadom,Vodný tok,0.0,lúč,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,4.0,42.0,327896.0,2631A00901,2631A00905,49.0,20,434.153,28371.0
cesta I. triedy,11,230,M309,11_230 Most cez potok Snežnica v obci Oškerda,,1988.0,,,1.0,10.84,,12.92,11.5,,,Dobrý,18.763207295,49.276479973,345.379,Slovenská správa ciest - IVSC Žilina,Štát,10.84,dosková,prefabrikovaný predpätý betón,32.0,80.0,196.0,porovnávací výpočet,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Kysucké Nové Mesto,4.0,50.0,327839.0,2631A21100,2631B00300,30.0,7,437.176,31436.0
cesta I. triedy,11,232,M4326,Most nad železnicou pred obcou Brodno,,1967.0,,,3.0,59.9,,13.5,11.0,,,Zlý,18.753143306,49.268084431,352.018249,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",59.9,trámová,prefabrikovaný predpätý betón,25.0,75.0,229.0,podľa tabuliek,Železnica,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Žilina,4.0,53.0,8633.0,2631B00500,2631A41300,798.0,453,438.496,32771.0
cesta I. triedy,11,234,M7225,Most cez Makovský potok,,1980.0,,,1.0,5.26,,12.4,10.25,,,Dobrý,18.740323462,49.243430786,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",5.26,dosková,prefabrikovaný železobetón,30.0,65.0,90.0,porovnávací výpočet,"Vodný tok,  Vodný tok",1.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Žilina,5.0,9.0,8552.0,2631A01702,2631B00401,1137.0,799,441.335,35599.0
cesta I. triedy,11,235,M4757,11_235 Most nad železnicou a MK v obci Budatín,,1962.0,,,5.0,63.8,,11.75,11.75,,,Veľmi dobrý,18.737078985,49.238094513,339.9465,Slovenská správa ciest - IVSC Žilina,Štát,63.8,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,1.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,5.0,17.0,9319.0,2631A00302,2631A00401,189.0,19,442.028,36292.0
cesta I. triedy,11,235B,M4439,Pracovný názov: 11_235B Žilina,,2005.0,,,0.0,,,8.0,,,,Nezistený,18.737813406,49.236560511,334.876499,Žilina,Žilinský samosprávny kraj,999.0,dosková,monolitický železobetón,0.0,0.0,0.0,,,1.0,lúč,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,5.0,18.0,9320.0,2631A00401,2631A00410,49.0,177,442.243,36511.0
cesta I. triedy,11,236,M4627,11_236 Most cez rieku Váh -pravý v Žiline,,2000.0,,,3.0,132.83,,13.5,11.5,,,Veľmi dobrý,18.736449746,49.234442568,334.31925,Slovenská správa ciest - IVSC Žilina,Štát,132.83,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,1.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,5.0,29.0,458106.0,2631A00411,2631A06101,146.0,13,442.433,36694.0
cesta I. triedy,11,2,M4932,"18A_002 Most na vetve N nad cestou I/18, k.ú. Žilina",,2000.0,,,3.0,85.91,,6.8,6.8,,,Veľmi dobrý,18.736085175,49.232745379,337.10275,Slovenská správa ciest - IVSC Žilina,Štát,85.91,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Iná prekážka,998.0,vetva,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,5.0,32.0,9231.0,2631A06103,2631A06108,136.0,0,,0.0
cesta I. triedy,11,3,M7242,,,2002.0,,,,8.0,,9.5,,,,Nezistený,18.737370837,49.232996624,0.0,Žilina,Žilinský samosprávny kraj,8.0,,,0.0,0.0,0.0,,Podchod pre chodcov,998.0,vetva,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,5.0,38.0,2713.0,2631A06106,2631A06108,41.0,0,,0.0
cesta I. triedy,11,237,M6437,11_237 Most -MÚK -estakáda nad železnicou v Žiline,,2000.0,,,1.0,1007.76,,8.59,6.5,,,Dobrý,18.731408921,49.230043295,0.0,Slovenská správa ciest - IVSC Žilina,Štát,1007.76,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",1.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,5.0,39.0,462903.0,2631A06109,2631A00101,320.0,3,442.651,36912.0
cesta I. triedy,11,237A,M2695,11_237A Most nad MK v Žiline,,1978.0,,,5.0,139.0,,10.75,10.75,,,Uspokojivý,18.735476504,49.232509889,0.0,Slovenská správa ciest - IVSC Žilina,Štát,139.0,trámová,prefabrikovaný predpätý betón,23.0,51.0,86.0,podľa tabuliek,"Miestna komunikácia,  Miestna komunikácia",2.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,6.0,0.0,454822.0,2631A00108,2631A06103,331.0,59,442.601,36981.0
cesta I. triedy,11,238,M5802,11_238 Most nad železnicou v Žiline,,1978.0,,,4.0,236.0,,10.75,10.75,,,Uspokojivý,18.733864608,49.231167767,342.527,Slovenská správa ciest - IVSC Žilina,Štát,236.0,trámová,prefabrikovaný predpätý betón,23.0,51.0,86.0,podľa tabuliek,Železnica,2.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,6.0,0.0,454822.0,2631A00108,2631A06103,331.0,74,442.834,37297.0
cesta I. triedy,11,239,M5980,11_239 Most MÚK A-3 v Žiline,,1978.0,,,3.0,158.5,,10.75,10.75,,,Uspokojivý,18.731729771,49.230077894,341.65975,Slovenská správa ciest - IVSC Žilina,Štát,158.5,trámová,monolitický predpätý betón,23.0,51.0,86.0,podľa tabuliek,Miestna komunikácia,2.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,6.0,0.0,454822.0,2631A00108,2631A06103,331.0,142,,142.0
cesta I. triedy,11,236A,M4789,11_236A Most cez rieku Váh -ľavý v Žiline,,1956.0,,,3.0,119.1,,12.47,11.94,,,Veľmi dobrý,18.736604702,49.234413211,334.580249,Slovenská správa ciest - IVSC Žilina,Štát,119.1,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,Vodný tok,2.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,6.0,2.0,8976.0,2631A06104,2631A00402,134.0,214,442.756,36826.0
cesta I. triedy,11,235A,M6633,11_235A Most nad železnicou a MK v Budatíne,,2004.0,,,5.0,71.3,,11.75,11.75,,,Veľmi dobrý,18.737195512,49.238180707,340.247749,Slovenská správa ciest - IVSC Žilina,Štát,71.3,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,2.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,6.0,4.0,9318.0,2631A00403,2631A00307,230.0,147,442.147,36351.0
cesta I. triedy,11,234A,M6535,11_234A Most nad cestou II_507 v Budatíne,,2004.0,,,3.0,33.71,,10.55,10.55,,,Veľmi dobrý,18.736034224,49.239254407,337.48075,Slovenská správa ciest - IVSC Žilina,Štát,33.71,dosková,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,"Cestná komunikácia,  Cestná komunikácia",2.0,lúč,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Žilina,6.0,5.0,456436.0,2631A00307,2631A00303,147.0,77,441.93,36191.0
cesta I. triedy,11,233,M3188,Most cez Brodňanský potok,,1980.0,,,1.0,13.55,,12.4,10.25,,,Dobrý,18.750726831,49.257941389,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",13.55,dosková,prefabrikovaný predpätý betón,48.0,94.0,300.0,porovnávací výpočet,"Vodný tok,  Vodný tok",2.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Žilina,6.0,11.0,2683.0,2631A01704,2631A02900,1205.0,481,439.527,33801.0
cesta I. triedy,000011A,001A,M6064,Most na privádzači Čadca,,2004.0,,,10.0,327.89,,15.7,12.5,,,Bezchybný,18.792849834,49.439759142,426.30375,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",327.89,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,75,414.099,75.0
cesta I. triedy,000011A,001B,M7333,Most na vetve križovatky Čadca - Žilina,,2004.0,,,6.0,199.7,,11.95,9.2,,,Bezchybný,18.796393617,49.439581635,424.910749,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",199.7,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Železnica,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,130,414.425,401.0
cesta I. triedy,000011A,001C,M7120,Most nad Bukovským potokom,,2004.0,,,4.0,154.3,,10.92,9.2,,,Bezchybný,18.798300962,49.438650678,418.577,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",154.3,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,330,414.625,601.0
cesta I. triedy,000011A,001D,M1893,Most pri Kysuci,,1998.0,,,0.0,431.25,,11.75,11.75,,,Bezchybný,18.799269331,49.436110838,421.01575,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",431.25,trámová,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,484,414.783,755.0
cesta I. triedy,000011A,2,M1336,Most nad údolím u Klimka,,1998.0,,,0.0,122.76,,11.75,11.75,,,Bezchybný,18.809948426,49.431837679,451.11,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",122.76,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,Údolie,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,1641,415.917,1912.0
cesta I. triedy,000011A,3,M4715,Most nad údolím,,1998.0,,,0.0,208.22,,11.75,11.75,,,Bezchybný,18.813493888,49.430034261,436.88975,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",208.22,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,1929,416.205,2200.0
cesta I. triedy,000011A,4,M4810,Most - poloestakáda,,1998.0,,,0.0,84.46,,11.75,11.75,,,Bezchybný,18.814537327,49.428819112,0.0,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",84.46,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,2157,416.438,2428.0
cesta I. triedy,000011A,5,M4999,Most cez údolie,,1998.0,,,0.0,54.56,,11.75,11.75,,,Bezchybný,18.815139259,49.428127578,429.142999,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",54.56,trámová,monolitický železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,2273,416.554,2544.0
cesta I. triedy,000011A,6,M1426,Most nad zosuvom,,1998.0,,,0.0,118.48,,11.75,11.75,,,Bezchybný,18.819131635,49.425846092,429.917,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",118.48,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,2621,416.906,2892.0
cesta I. triedy,000011A,7,M876,Most nad miestnou komunikáciou,,1998.0,,,0.0,11.24,,11.75,11.75,,,Bezchybný,18.825850015,49.425687464,410.12725,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",11.24,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,3168,417.456,3439.0
cesta I. triedy,000011A,8,M2638,Most nad bezmenným potokom,,1998.0,,,0.0,7.55,,11.75,11.75,,,Bezchybný,18.834070074,49.42546853,406.971,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",7.55,trámová,prefabrikovaný železobetón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,1.0,603297.0,2613A38500,2613A04104,4212.0,3787,418.08,4058.0
cesta I. triedy,000011A,9,M3135,Most nad potokom Oščadnica,,1998.0,,,0.0,25.12,,11.75,11.75,,,Bezchybný,18.837763937,49.420354497,402.837499,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",25.12,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,6.0,9330.0,2613A00700,2613A04200,885.0,131,418.736,4713.0
cesta I. triedy,000011A,10,M7038,Most nad miestnou komunikáciou,,1998.0,,,0.0,25.0,,11.75,11.75,,,Bezchybný,18.837702975,49.418799116,406.36925,"Národná diaľničná spoločnosť, a.s. - Stredisko správy a údržby rýchlostných ciest Čadca","Národná diaľničná spoločnosť, a.s.",25.0,trámová,prefabrikovaný predpätý betón,32.0,80.0,196.0,projektovaná,,0.0,medzikrižovatkový,NDS,NDS,NDS - SSUR CA,Žilinský kraj,Čadca,0.0,6.0,9330.0,2613A00700,2613A04200,885.0,305,418.916,4887.0
cesta I. triedy,12,1,M2678,12_001 Most cez Čerchlanov potok v obci Čierne,,1870.0,,,1.0,2.5,,7.2,7.2,,,Zlý,18.814390011,49.487587036,454.9495,Slovenská správa ciest - IVSC Žilina,Štát,2.5,klenbová,kameň,6.0,26.0,123.0,odhadom,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,4.0,194216.0,2613A09300,2613A09400,1373.0,1361,2.006,1972.0
cesta I. triedy,12,2,M2321,12_002 Most cez bezmenný potok v obci Čierne,SSC IVSC ŽIlina,2012.0,"RISS PLUS s.r.o., Kysucké Nové Mesto",LM1,1.0,2.317,,9.499,9.107,24.27,24.352,Bezchybný,18.82145775,49.491510548,460.574999,Slovenská správa ciest - IVSC Žilina,Štát,2.317,klenbová,oceľ -  plnostenná,32.0,80.0,196.0,projektovaná,Vodný tok,0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,8.0,194220.0,2613A09700,2613A09800,391.0,328,2.688,2655.0
cesta I. triedy,12,003A,M5954,12_003A Most cez potok Ondrašov a MK,,2008.0,,,0.0,107.0,,12.58,,,,Bezchybný,18.827778923,49.495592754,0.0,Slovenská správa ciest - IVSC Žilina,Štát,107.0,iná,monolitický predpätý betón,32.0,80.0,196.0,projektovaná,"Vodný tok,  Miestna komunikácia",0.0,medzikrižovatkový,STAT,SSC,SSC - IVSC ZA,Žilinský kraj,Čadca,0.0,11.0,194222.0,2613A09900,2613A10000,137.0,6,3.273,3237.0
